-1.3145,-0.059608
0.60407,-0.40837
-0.8204,0.90442
-1.5095,0.43393
0.31861,0.44361
0.56782,-0.32025
-1.0212,0.78652
-1.1907,0.32605
-1.4968,0.31523
0.47005,0.037202
-1.5662,-0.19797
-0.59194,1.0278
-0.22403,0.61892
0.30815,0.45936
0.16983,0.48071
-0.041978,0.89077
-0.53127,0.90587
-2.0496,-0.10294
-1.4327,-0.17057
0.37012,-0.094883
0.25816,-0.34608
-0.58668,0.7047
-1.4573,0.033508
-1.6791,0.49979
-1.3157,0.54344
0.16819,-0.0032798
-1.5545,0.23298
-1.4959,0.062162
-1.7253,-0.10626
0.41321,0.080658
-0.74436,0.50682
-1.0516,1.003
-0.91387,0.84633
0.34064,0.08972
0.49361,0.43104
-0.30231,0.61674
-1.626,-0.16211
-0.19706,0.56094
0.047885,0.73881
0.20686,0.23034
-1.4778,0.37635
-0.59026,0.62753
-1.9916,0.49559
0.32907,0.40473
-1.51,-0.13344
0.16875,0.3356
-0.38106,0.92026
-1.1799,0.79359
-1.54,0.29059
0.23304,0.0004634
-1.4575,0.45464
-1.4139,-0.027625
-1.5088,0.88929
0.35572,0.10012
-1.4895,0.044475
-1.6435,0.38181
-0.47695,1.0501
-1.4516,0.11035
-0.84354,0.72367
0.0051772,0.50232
-1.7106,-0.26661
-1.8537,0.093887
-0.11156,0.59146
-1.3577,0.55179
0.10118,0.031737
-0.59692,0.7735
-0.45901,0.71878
-0.58918,0.6689
-0.45192,0.79476
-1.2013,0.46585
-0.51354,0.98991
-1.4168,0.1599
-1.517,0.053648
-1.4734,0.60888
-1.5154,0.51773
-0.37936,0.71482
0.068223,0.7467
-1.3444,0.14471
-0.92117,0.54186
-1.2279,0.66211
-1.8539,-0.25649
0.075904,0.61429
-0.72276,0.80059
0.47739,-0.26343
-0.011815,0.50188
-1.3719,0.52584
-1.7239,-0.081471
-0.29234,0.88289
0.15426,0.40208
0.25031,0.46567
-1.4513,0.3463
-1.4686,0.42211
-1.5655,-0.10825
-1.0503,0.65107
-0.46516,0.70983
-1.7242,0.050369
0.38535,0.025574
-1.7065,0.31166
0.1641,0.51179
0.35453,0.10998
-1.3665,0.65979
-1.8606,0.020049
-1.5096,0.053536
-0.48367,0.7598
-1.483,0.38579
0.34198,0.05197
0.37302,-0.055028
-1.08,0.89655
0.044725,0.32143
-0.81559,0.43358
-0.96557,0.8257
0.34041,0.065543
0.14187,0.23828
0.24766,0.32851
0.057976,0.62063
-1.36,0.22182
0.058831,0.1722
-1.3141,0.53144
-0.10953,0.80958
0.25409,0.24751
-0.20241,0.71512
-1.6252,0.37633
-1.0676,0.73581
-1.3265,0.84789
-1.4228,0.30953
-1.2307,0.92309
-1.5567,0.046548
-0.26738,0.57982
0.063001,0.31998
0.13436,0.57083
-1.3821,0.75353
-1.3516,-0.26249
-0.55368,0.69736
-1.7153,0.20058
-1.1842,1.0094
-1.305,0.72039
0.36396,0.14261
-0.022385,0.83197
-0.94942,0.78751
0.20138,0.69931
-0.71173,0.81308
-1.4478,0.65754
-1.1752,0.56239
0.38495,-0.04886
0.30169,0.40578
-1.5668,-0.0066476
-0.82143,0.33145
-1.7376,0.25085
-1.7446,0.11586
0.53215,0.4173
-1.8011,0.17721
0.5136,-0.095846
-0.12916,0.73458
-1.3433,-0.23806
0.17,-0.12347
-0.31222,0.50907
-1.4174,0.48093
-0.7793,0.80381
0.48456,0.11992
-0.38203,0.91365
-1.3503,-0.037635
0.058485,0.55129
-0.1652,0.52667
-1.0577,0.47046
-1.1523,-0.27487
-1.7092,0.073244
-0.83204,0.73686
-1.6684,-0.054633
-1.7542,0.22077
-0.5027,0.8778
0.56405,0.28548
0.086177,0.24506
-0.9632,0.66557
-1.2847,0.92978
-0.06224,0.82806
-1.6739,0.20041
-1.2932,0.73243
0.30311,0.29801
-1.5614,0.40029
-1.346,0.0073266
-1.1156,0.5262
-1.1488,0.7033
-1.5431,0.01435
-0.23282,0.35383
0.37391,0.18788
-0.18044,0.67121
-1.1649,0.60983
-0.8366,1.1071
-2.2662,0.31389
-1.2995,0.20183
-2.424,0.18878
-1.5738,-0.12615
-0.17137,0.51817
-1.4421,0.25075
-1.3212,0.018076
-1.6512,0.56711
-0.038576,0.54426
-1.9156,0.20349
0.29626,0.72197
0.50491,-0.24291
-1.8328,0.2326
-0.40782,0.8265
-0.086092,0.6992
0.27595,0.36629
-1.1496,1.0108
-1.1416,0.83705
-1.0425,1.0198
-0.62552,0.61329
0.26166,0.31375
-0.81858,0.34109
0.31116,0.090628
-0.42089,0.65279
-1.6744,0.30693
-0.42476,0.67817
-0.71993,0.74121
-1.015,0.85217
0.47637,0.17715
0.40588,0.29689
-1.5429,-0.16082
0.25879,0.13901
0.28202,-0.19487
-1.7672,0.15912
-1.0678,0.63831
0.20017,0.50007
-0.88181,0.82676
0.040412,0.32925
-1.9958,0.40009
0.41837,0.24943
-1.2666,0.45256
-0.42049,0.35297
-0.44758,0.38648
-0.13715,0.73954
-0.012648,0.48643
-1.3665,-0.24988
-0.094406,0.49821
-0.6687,0.97279
-0.27874,0.57298
-1.1378,0.88321
-1.3494,0.99963
0.40033,0.073497
-1.6469,0.29604
0.39678,0.077466
0.021247,0.61609
-1.2617,0.28052
-0.23488,-0.64603
-0.13988,0.57203
0.40392,-0.45353
-1.3378,0.55247
0.0021548,0.81507
-0.09597,0.56039
-0.38177,0.46292
0.3006,0.79247
-0.14278,0.86538
0.087939,0.3396
-1.3129,0.74322
-0.68737,0.24507
-0.80997,1.0548
0.3007,-0.11968
-0.7172,0.7958
0.19974,0.12237
-0.56377,0.85285
0.31947,0.068218
0.15199,0.48573
-1.0083,0.61685
0.014439,0.41003
-1.2723,0.47298
-0.45251,0.84169
-0.21853,0.39274
-1.0485,1.0095
0.11664,0.64576
-0.75676,0.43148
-0.26899,0.68684
0.056861,0.62716
-1.6602,0.59605
-0.56066,0.83023
-0.56471,0.72754
0.35241,0.2031
0.47463,0.3138
-1.5844,0.61513
-1.3247,0.37557
0.33445,-0.34954
